"f=~x1" "f=~x2" "f=~x3" "f=~x4" "x1~1" "x2~1" "x3~1" "x4~1" "f~w1" "f~1" "x1~~x1" "x2~~x2" "x3~~x3" "x4~~x4" "f~~f" "w1~~w1" "w1~1"
0.642117119539284 0.740884720037035 0.649032261642444 0.638010396945216 0 0 0 0 0.717956771064028 0.0232908716345611 0.587685604794573 0.451089831615644 0.578757123347295 0.592942733389808 0.484538074883315 1 4.33942116632305e-17
0.664172453842839 0.678856369878252 0.771509937722737 0.646089410280981 0 0 0 0 0.636011651520296 -0.111944275945914 0.558874951556381 0.539154029075722 0.404772415995058 0.582568473922775 0.595489179130426 1 4.33942116632305e-17
0.723872168927637 0.711339010165001 0.601895078175379 0.758100200296296 0 0 0 0 0.707370294302659 -0.0367983975133872 0.476009083051999 0.493996812617476 0.637722314868254 0.425284086310716 0.49962726673817 1 4.33942116632305e-17
0.708127931102678 0.654607542494774 0.685841178304254 0.686743828834368 0 0 0 0 0.702161910676279 -0.0761340908945072 0.498554833192241 0.571488965308952 0.529621878142232 0.528382913557913 0.506968651195437 1 4.33942116632305e-17
0.682714280895034 0.748256260712807 0.701124395759797 0.730803037690962 0 0 0 0 0.732552756181721 -0.0784678476225258 0.533901210661976 0.440112568304087 0.508424581670459 0.465926920101663 0.463366459410564 1 4.33942116632305e-17
0.726998707290757 0.719205562827668 0.6848098495797 0.651587858724771 0 0 0 0 0.681063562153575 0.00514927518371748 0.471472879597569 0.482743358397738 0.531035469918628 0.575433262362468 0.536152424306684 1 4.33942116632305e-17
0.717349344845439 0.724607500534328 0.731058836831857 0.704623566594684 0 0 0 0 0.643514274959537 -0.068078552132963 0.485409917449819 0.474943970169394 0.465552977090052 0.503505629399387 0.585889377923302 1 4.33942116632305e-17
0.677331987866654 0.709300110820483 0.650112708434483 0.65575028652489 0 0 0 0 0.674715857407644 0.00528743841906912 0.541221378212606 0.496893352790051 0.577353466331981 0.569991561722524 0.544758511762667 1 4.33942116632305e-17
0.691362239413838 0.685946736224223 0.727087186556511 0.770834124604097 0 0 0 0 0.689789235895345 -0.0374234995166735 0.522018253912683 0.529477075063336 0.471344223145337 0.405814752345836 0.524190810042915 1 4.33942116632305e-17
0.6975207813047 0.674796142910182 0.649437393761722 0.634971688081654 0 0 0 0 0.700184877344195 -0.09898338723063 0.513464759648081 0.544650165513542 0.578231071583983 0.596810955334735 0.509741137538495 1 4.33942116632305e-17
0.734473827045314 0.612885912712993 0.722291644565141 0.685083398236045 0 0 0 0 0.702197850026298 -0.0178541271243337 0.46054819738541 0.624370857997962 0.478294780191384 0.530660737461352 0.506918179418445 1 4.33942116632305e-17
0.715508133843593 0.718445864454083 0.669371789883253 0.744559453622181 0 0 0 0 0.636279807086389 -0.0677260493723863 0.488048110403659 0.483835539848825 0.551941406908491 0.44563122002184 0.595148007094107 1 4.33942116632305e-17
0.702316376301584 0.70506945989977 0.705345577214405 0.742178736831046 0 0 0 0 0.693353787473381 0.0258391802941502 0.506751707578612 0.502877056716646 0.502487616704078 0.449170722595873 0.519260525396317 1 4.33942116632305e-17
0.682030363439811 0.663817495823393 0.691475505211174 0.638016440528783 0 0 0 0 0.705962767778177 -0.0173206428769918 0.534834583346159 0.55934633223876 0.521861625692952 0.592935021614982 0.501616570510976 1 4.33942116632305e-17
0.613820075521639 0.673336301748759 0.746045546611091 0.664750490540062 0 0 0 0 0.630541921915343 -0.0474736951039401 0.623224914886609 0.546618224747305 0.443416042381758 0.558106785326747 0.602416884707306 1 4.33942116632305e-17
0.571148253697394 0.691711814683791 0.717304360735285 0.754695377788515 0 0 0 0 0.652043703175132 -0.00415013002063233 0.673789672298417 0.521534765426857 0.485474454070145 0.430434886744651 0.57483900914966 1 4.33942116632305e-17
0.678168250356466 0.672502823476662 0.634075446124492 0.689104848499371 0 0 0 0 0.658739359108338 0.000221958841075584 0.54008782420845 0.547739952415917 0.597948328622026 0.525134507774659 0.566062456761536 1 4.33942116632305e-17
0.67970131106505 0.744578228870827 0.73358740167957 0.715987285677448 0 0 0 0 0.673346832992868 0.060118623150869 0.538006127736453 0.445603261091582 0.461849524097018 0.487362206748241 0.546604042498475 1 4.33942116632305e-17
0.687669690660929 0.660033514694471 0.669625172553934 0.684960006330579 0 0 0 0 0.678633373847611 -0.0581271922759447 0.527110396546302 0.564355759480064 0.551602128282114 0.530829789727613 0.539456743900208 1 4.33942116632305e-17
0.717169850712132 0.75263324677248 0.727553035433972 0.731114050915371 0 0 0 0 0.719705241691675 0.032829437480471 0.485667405229538 0.433543195852715 0.470666580630813 0.465472244554116 0.482024365081527 1 4.33942116632305e-17
0.719523747349087 0.605525372017359 0.697263606067112 0.628000204930807 0 0 0 0 0.688859923618636 0.00316964262189257 0.482285577000727 0.633339023843239 0.513823463654287 0.605615742606865 0.525472005632126 1 4.33942116632305e-17
0.705228544142596 0.732651179589003 0.683479041104366 0.713103696980686 0 0 0 0 0.674773518268461 -0.0477805006970843 0.502652700526515 0.463222249046842 0.532856400371057 0.491483117352477 0.544680699043602 1 4.33942116632305e-17
0.726260893939395 0.726506859600007 0.675925962472125 0.678370336472197 0 0 0 0 0.745540193613744 0.0336061536586902 0.472545113934351 0.472187782954136 0.543124093256131 0.539813686594598 0.444169819706382 1 4.33942116632305e-17
0.730629687969163 0.718614501008172 0.664812103643053 0.693467587571332 0 0 0 0 0.689375414036662 -0.00276672345289298 0.466180259058084 0.483593198940776 0.558024866849699 0.519102704987997 0.524761538521781 1 4.33942116632305e-17
0.714560732395332 0.651242350686829 0.715669100602718 0.732810604889287 0 0 0 0 0.731089805355846 0.0343907299548855 0.489402959718647 0.575883400671894 0.487817738442497 0.462988617361797 0.465507696504751 1 4.33942116632305e-17
0.720064568789734 0.719862883448987 0.701623225636992 0.67191461798704 0 0 0 0 0.69109318908313 -0.047249417627279 0.481507016773654 0.48179742903251 0.507724849246743 0.548530746135331 0.522390204002909 1 4.33942116632305e-17
0.744726351678899 0.733261263392384 0.690736034048483 0.696503085393817 0 0 0 0 0.680623479096397 -0.0578887802885019 0.445382661115037 0.462327919608204 0.522883731266973 0.514883452036894 0.536751679702716 1 4.33942116632305e-17
0.687392059813597 0.680430983061569 0.772373621431334 0.710391152208245 0 0 0 0 0.675005226102607 0.0584260514331984 0.527492156105221 0.537013677289867 0.403438988917047 0.495344410864242 0.544367944734168 1 4.33942116632305e-17
0.705627845617255 0.663687690017099 0.648721329279048 0.728993263273487 0 0 0 0 0.693742629834341 -0.0190052763734168 0.502089343489551 0.559518650119767 0.579160636938425 0.468568822101873 0.518721163550533 1 4.33942116632305e-17
0.736387370949848 0.701578683257482 0.723819714030722 0.704380820787932 0 0 0 0 0.66900976969681 -0.0581042492540445 0.45773363990557 0.507787351198698 0.476085021580484 0.503847659306119 0.552425928050221 1 4.33942116632305e-17
0.640453044215922 0.712964002541061 0.678902308695925 0.697672856173312 0 0 0 0 0.732952708844194 0.0337611663149682 0.589819898154558 0.49168233108063 0.539091655247343 0.513252585758973 0.462780326597959 1 4.33942116632305e-17
0.664381436589638 0.75153747630009 0.712913970120537 0.7300312268298 0 0 0 0 0.668443295369807 0.00545140135936992 0.558597306715089 0.435191421716491 0.491753671206974 0.467054407853378 0.553183560875154 1 4.33942116632305e-17
0.672525306059821 0.73013712508184 0.700709160957921 0.719558822409271 0 0 0 0 0.655896343575273 0.100987599830178 0.547709712709144 0.466899778577226 0.509006671749646 0.482235101092983 0.569799986484588 1 4.33942116632305e-17
0.743656416424849 0.618578826434873 0.699537115440611 0.653221247200345 0 0 0 0 0.721912205429861 0.0809481911695152 0.446975134310151 0.617360235486455 0.51064782412103 0.573302002206026 0.478842767651394 1 4.33942116632305e-17
0.549241737061602 0.642359268544619 0.671417913822187 0.771196986264964 0 0 0 0 0.673404297242061 0.0306903635448331 0.698333514269554 0.587374570114822 0.549197984998662 0.405255208375837 0.546526652455926 1 4.33942116632305e-17
0.789723398780996 0.723525793274153 0.71735710248282 0.609526107551209 0 0 0 0 0.78539575122122 0.032027542058951 0.376336953417792 0.476510426467008 0.485398787517452 0.628477924213472 0.383153513963656 1 4.33942116632305e-17
0.739684695598125 0.68728561165119 0.698165808724929 0.720737188980034 0 0 0 0 0.749833595636878 0.0327193587851486 0.452866551097909 0.527638488017249 0.512564503527466 0.480537904421158 0.437749578854271 1 4.33942116632305e-17
0.676187560044316 0.662455023682108 0.709828078689665 0.702121702547063 0 0 0 0 0.750525247514484 0.056155068359195 0.542770383641314 0.561153341598338 0.496144098703738 0.507025114812414 0.436711852843322 1 4.33942116632305e-17
0.703403081236761 0.730569684174121 0.698441662596008 0.687456244317419 0 0 0 0 0.73994130974158 0.0394148028255905 0.50522410530663 0.466267936565724 0.512179243950124 0.52740391214899 0.452486858137916 1 4.33942116632305e-17
0.712444403914113 0.692894323741283 0.670282637245064 0.700108109387563 0 0 0 0 0.670601411534092 0.10039984558156 0.492422971331464 0.51989745612711 0.550721186207802 0.509848635169772 0.550293746848484 1 4.33942116632305e-17
0.687435230090748 0.70545370167791 0.732786305948214 0.701911649994228 0 0 0 0 0.728297119102261 0.0534049795481032 0.527432804430081 0.502335074788935 0.463024229814771 0.507320035602381 0.469583306307346 1 4.33942116632305e-17
0.692455786219837 0.634662168218122 0.782203811254797 0.705724002778465 0 0 0 0 0.653944855082531 0.0723426395353366 0.520504984130667 0.597203932232672 0.388157197658469 0.501953631902342 0.572356126511087 1 4.33942116632305e-17
