"f~1" "alpha[2,1,1]" "f~w1" "f=~x1" "f=~x2" "f=~x3" "f=~x4" "nu[1,1,1]" "nu[2,1,1]" "nu[3,1,1]" "nu[4,1,1]" "f~~f" "psi[2,2,1]" "x1~~x1" "x2~~x2" "x3~~x3" "x4~~x4"
0.0253242084743958 4.33218276067275e-17 0.781940066968649 0.626064828711163 0.710433718180975 0.670742893374228 0.612782633257054 0 0 0 0 0.572833207014877 0.996666666666669 0.558669765199018 0.414771485770933 0.618124473998039 0.546978349211629
-0.120299470883518 4.33218276067275e-17 0.684623702006088 0.655361325827073 0.690587372493855 0.751339739707599 0.659325502520104 0 0 0 0 0.687697626058808 0.996666666666669 0.544144876839168 0.557948771905756 0.383884502637083 0.606682520079868
-0.0367477008614092 4.33218276067275e-17 0.707576037646837 0.720268445420625 0.713898425646417 0.584322734191367 0.754422290571446 0 0 0 0 0.498251555654778 0.996666666666669 0.471281355668133 0.497558033472378 0.601029234923103 0.421167579713032
-0.0811054656968859 4.33218276067275e-17 0.749261222145392 0.713763679426378 0.630810741527627 0.661407211293891 0.649352047201603 0 0 0 0 0.575337944349836 0.996666666666669 0.506522067022377 0.530693781853564 0.492557180671485 0.47241063116073
-0.0725572859345008 4.33218276067275e-17 0.678505276011993 0.682220797710175 0.787830853343404 0.73272576306659 0.779774123586879 0 0 0 0 0.396189692674755 0.996666666666669 0.533129654960412 0.487897982121158 0.555289301501627 0.530462581355197
0.00479186793799974 4.33218276067275e-17 0.634850429315482 0.758670269887185 0.700559777517222 0.670615829932152 0.687589163818444 0 0 0 0 0.464307556546535 0.996666666666669 0.513446940125035 0.458037071460531 0.50925011471232 0.640777189150894
-0.0630175091659088 4.33218276067275e-17 0.596669915355512 0.712404325343225 0.77769201709405 0.774215230998595 0.692610844075306 0 0 0 0 0.502015896327316 0.996666666666669 0.478740675673247 0.547081475985856 0.5221410855041 0.486484016094225
0.00522003590978264 4.33218276067275e-17 0.667227778245067 0.660782840845485 0.736332597759406 0.607316452155041 0.636458368544954 0 0 0 0 0.530958235431249 0.996666666666669 0.515097312460768 0.535489779513821 0.50384222212971 0.536947037694348
-0.0352811274020261 4.33218276067275e-17 0.651387625821868 0.706355241155251 0.66629690735672 0.782630380225431 0.803197311712213 0 0 0 0 0.465892285039207 0.996666666666669 0.544904911200164 0.499576461922291 0.54610809120494 0.44060605192728
-0.106021267007446 4.33218276067275e-17 0.751222242786029 0.67279044418992 0.689632325631158 0.624692925891009 0.589000801178016 0 0 0 0 0.584804951307772 0.996666666666669 0.477700800344489 0.568862987138877 0.535007682927423 0.513522922902826
-0.0172130278221343 4.33218276067275e-17 0.678114727535124 0.748450495845327 0.575273646434727 0.723803191594717 0.716492343039303 0 0 0 0 0.471167322368059 0.996666666666669 0.478242974664668 0.55008816932247 0.480298739500193 0.580434444584533
-0.0644872300870648 4.33218276067275e-17 0.606863691002898 0.704180275353562 0.779586882571423 0.686084599127279 0.728252415378237 0 0 0 0 0.539586336899646 0.996666666666669 0.472716974374482 0.569690154059472 0.579847122948153 0.426324912939586
0.0254608952431213 4.33218276067275e-17 0.684344629190375 0.713210427109073 0.736446336197181 0.737357382795216 0.730395897180405 0 0 0 0 0.50416789183494 0.996666666666669 0.522594696700668 0.548630852123171 0.549132988809179 0.435021854172632
-0.0181264329950129 4.33218276067275e-17 0.740039963323998 0.666168274713824 0.624144507224158 0.684832773198869 0.612347435620275 0 0 0 0 0.549374579372234 0.996666666666669 0.51024640686402 0.494485670736364 0.511883149708148 0.54618424667794
-0.0497508141436651 4.33218276067275e-17 0.661890511377154 0.575836835604576 0.645544185811807 0.725848801467213 0.646386184655302 0 0 0 0 0.661593831974522 0.996666666666669 0.548480909190044 0.502425873925669 0.419732931961513 0.527696362874351
-0.00445299180942288 4.33218276067275e-17 0.700796512179389 0.56720814502748 0.660613606835556 0.686791575803033 0.752299210969589 0 0 0 0 0.661799780260979 0.996666666666669 0.664525361922845 0.475694254400518 0.44505056715152 0.427705954039245
0.000215322391802691 4.33218276067275e-17 0.640111151082308 0.687318618630974 0.646018554582294 0.627985686246791 0.660227236190451 0 0 0 0 0.532718581488676 0.996666666666669 0.554760711478353 0.505447646988129 0.586517904502807 0.482044152451996
0.0615683796482942 4.33218276067275e-17 0.690736734801013 0.647405721978755 0.734467776503073 0.74845304239464 0.722886760998962 0 0 0 0 0.573284547529404 0.996666666666669 0.488094679872371 0.433583939266819 0.480757300570189 0.496800208906297
-0.0623584573667327 4.33218276067275e-17 0.729249708325444 0.655717661746131 0.677440132960906 0.696822555081625 0.72124925813355 0 0 0 0 0.620852824643287 0.996666666666669 0.479264850892617 0.594515015487535 0.597319633481078 0.588566605314486
0.0289830860293573 4.33218276067275e-17 0.636445006675687 0.742041217554294 0.743388814793051 0.724584995405091 0.735851971692823 0 0 0 0 0.375691492364821 0.996666666666669 0.519937292682838 0.422958367830964 0.466834261192382 0.471524696895603
0.00324552491091221 4.33218276067275e-17 0.706529990138794 0.691447813772177 0.624149271910185 0.696679421358898 0.62622037591394 0 0 0 0 0.550933120331888 0.996666666666669 0.44538216882375 0.672896848811446 0.51296283630025 0.602187829609122
-0.0477568021353947 4.33218276067275e-17 0.675565721327601 0.733535520606866 0.704832589858323 0.667336913469032 0.705231981985509 0 0 0 0 0.544140522703266 0.996666666666669 0.543814212765151 0.428713202218074 0.50798405485349 0.480692367679938
0.030176182018482 4.33218276067275e-17 0.670566073763262 0.800678988390017 0.729798735877823 0.646078799695599 0.639439956029845 0 0 0 0 0.358129428494588 0.996666666666669 0.57434761343607 0.476476538871702 0.496217176612738 0.479633748504431
-0.00269391636092334 4.33218276067275e-17 0.672355838027038 0.780314772153194 0.73158210764578 0.629373570319272 0.683687744929024 0 0 0 0 0.497506442911925 0.996666666666669 0.53173947928498 0.501203831041744 0.50011826965605 0.50456433380162
0.0300140247211448 4.33218276067275e-17 0.639114400391413 0.700365125498437 0.652163386765387 0.764635912675842 0.765772960592922 0 0 0 0 0.354562294912959 0.996666666666669 0.470150955584971 0.577513468068447 0.556855403674794 0.5055764981659
-0.045819627130546 4.33218276067275e-17 0.671300138509441 0.753017772218406 0.73469857663617 0.673945419228258 0.663931905778128 0 0 0 0 0.491252988895227 0.996666666666669 0.526587067858531 0.501860843019725 0.468457241810958 0.535574480798843
-0.0580292726170864 4.33218276067275e-17 0.683415284540953 0.799731957212478 0.762710533416908 0.688272766528375 0.697099737809424 0 0 0 0 0.539360164454347 0.996666666666669 0.513604434202676 0.500209716874243 0.519161018553862 0.515765969414149
0.0544842693416134 4.33218276067275e-17 0.630516945523318 0.674932535707462 0.700776038418092 0.818746303749006 0.749189075542005 0 0 0 0 0.473392892036669 0.996666666666669 0.508543036557225 0.569607465463678 0.453337562656447 0.550928261744112
-0.0211616663603931 4.33218276067275e-17 0.773747197388688 0.726370936936371 0.645244188428452 0.619933345694437 0.70056216838941 0 0 0 0 0.643110076380737 0.996666666666669 0.532042714826363 0.52885333269254 0.528898916182363 0.432732705361558
-0.0588482925956798 4.33218276067275e-17 0.678708777520577 0.756325048760915 0.71522876221541 0.751760094605465 0.72917589670815 0 0 0 0 0.56666449118859 0.996666666666669 0.482855447628817 0.527738830529295 0.513549416639181 0.539944111892051
0.0321194583599905 4.33218276067275e-17 0.698476435817093 0.595939124268405 0.692055654465147 0.686643845461277 0.7008978638878 0 0 0 0 0.418867275153699 0.996666666666669 0.510679739389108 0.463267078693348 0.551456298835708 0.5180085949207
0.00508216447848284 4.33218276067275e-17 0.624209196758367 0.699421005123497 0.788659668550099 0.722399533395396 0.759806764049062 0 0 0 0 0.480784415944302 0.996666666666669 0.619072055379045 0.479245789340525 0.50492662767712 0.505930558017992
