"w1" "x1" "x2" "x3" "x4" "y1" "f1"
0.706510876332158 0.507311339393969 0.271268822313436 0.0274444174732921 0.218796840206673 1.23966001300386 0.947893268019198
0.308809088161656 -0.785520241197899 0.101784514196759 0.587746921503257 -0.346317331902597 -1.02114057317022 -0.110044326260832
1.05598709581871 0.807622285953878 0.443019945843642 -0.411169838659594 0.630798286561622 0.0878927972256716 0.159083539501186
-0.485160499588333 1.01183473870053 0.904244939251821 0.0881644502157207 0.493461558827171 1.37417185543348 -0.0371613923360292
-0.15148166453094 -1.41825635251098 -0.716124524938879 -0.663174932195195 -0.101646334358752 -1.31912252902336 -0.49307449556492
-1.05990612016292 -2.26862975219046 0.133152913581848 -2.10603467354459 -0.0731937513116421 -0.92637599814589 -1.56395446197183
0.199004600724522 0.434436201929901 1.07237135405013 -1.05326357512861 1.28438788068377 0.124603148518623 0.87902167938946
-0.921058044966559 0.980747712918543 -1.21705656104906 0.792141763533643 0.667683501595587 -0.0198003544145088 0.746488626945484
0.332444086158927 1.45189552111346 -0.419184875499879 -1.12427321458808 0.708055354364666 0.0966399242792718 -0.343108046512729
-0.249054224747151 0.0853198230016608 -1.6637930596547 -0.347770993335313 -0.833640969839354 0.218066705830024 -0.0541965467496686
1.6549284963769 -0.45276099605546 0.634367331185805 0.475775017076888 0.993281423206347 -0.131439301251235 0.77327502388327
0.293931743020609 -1.37783241823757 0.777653036297662 1.12619881689981 1.36561630100194 -0.362303390204379 0.845664328533373
-0.253369888927595 -1.31200037487983 -0.692999871702758 -2.28391110595888 -2.32459978772927 -0.377878991161724 -1.99728887244476
-0.911001149559602 -0.761290282804042 0.150190951566984 -0.692007307179703 -2.38229979119054 -1.55297164766288 -1.91233767839303
0.679799946570182 0.265374528347489 0.155977016607496 0.98406160382312 -0.0572173603585193 -0.624462898067519 0.357496842735592
-0.785748857704326 -1.49896573766802 0.661882412064627 -0.0901673939775817 -1.30597881364855 0.0772826709958166 0.197077415460438
0.00987894385160781 -0.711431538326177 0.856056697525 -0.263379724054602 -0.222508920976744 -0.265066189030461 -0.918673552251276
-0.0922527151095835 -0.0871449752110269 1.0867209250313 0.258574859744109 1.42543484598112 -0.71248194224858 0.143191849757496
-0.966862859313368 0.77695631164336 0.640778867168071 -0.45289779830508 -0.916546994677379 -0.145305705023067 -0.61550056623412
1.26705536020001 0.968810850673017 1.88647382090638 0.823975803324748 2.16896056981691 2.85830662964641 2.30290566608832
0.107539928936603 1.48278256672264 0.936329911581551 1.70994641382724 0.777094495844767 1.49330596643186 1.09949908728948
