"f=~x1" "f=~x2" "f=~x3" "f=~x4" "x1~1" "x2~1" "x3~1" "x4~1" "y1~f" "y1~1" "x1~~x1" "x2~~x2" "x3~~x3" "x4~~x4" "y1~~y1" "f~~f" "f~1"
0.768436910659591 0.69938781478925 0.788136898408253 0.697316378130946 0 0 0 0 0.713085719318679 -0.0989917176579183 0.409504714335944 0.510856684524317 0.37884022936742 0.51374986879034 0.491508756903763 1 0
0.751087300853833 0.710331257948893 0.627061596953302 0.660677143239664 0 0 0 0 0.663776175905302 0.0681864943714799 0.435867866496103 0.495429503980743 0.606793753626375 0.563505712400677 0.559401188300534 1 0
0.627845900212205 0.657359027174438 0.746286839148492 0.705904943622791 0 0 0 0 0.672320566322663 -0.104772480347203 0.605809525586726 0.567879109392277 0.443055953713753 0.501698210568904 0.547985056099573 1 0
0.62944770304387 0.615330671320057 0.71458578001817 0.686253327037482 0 0 0 0 0.687067663903531 0.0556409884985868 0.603795589132796 0.621368164932807 0.489367162995824 0.529056371129987 0.527938025218144 1 0
0.674372025710613 0.649119452324044 0.668946126398967 0.735977348340307 0 0 0 0 0.715312404340946 -0.100364890693617 0.545222370938965 0.578643936614533 0.552511079975818 0.458337342729971 0.488328164195975 1 0
0.749358111974295 0.760761037602794 0.729573732817747 0.682284271348352 0 0 0 0 0.756005384166431 -0.121165428391506 0.43846242001832 0.42124264366552 0.467722168382379 0.534488173070648 0.428455859111367 1 0
0.645380561911303 0.630553011385015 0.658633279720874 0.70934014345976 0 0 0 0 0.715884510106387 -0.101112268783091 0.58348393030705 0.602402899833289 0.566202202844125 0.496836560876486 0.487509368189738 1 0
0.708519541041497 0.727499356248678 0.690991275793266 0.693483566117233 0 0 0 0 0.724866929157335 -0.0982580043443847 0.498000059962347 0.47074468665776 0.522531056777595 0.519080543525326 0.474567935014015 1 0
0.652149566110171 0.651257336873563 0.715264880141223 0.726753443840443 0 0 0 0 0.698889061735323 -0.101302864544459 0.574700943422316 0.575863881168355 0.488396151236562 0.471829431866056 0.511554079386719 1 0
0.65532653165767 0.751478018714537 0.725891508707879 0.709574510402468 0 0 0 0 0.641317279200181 0.069127143448114 0.570547136905529 0.435280787388874 0.473081517585799 0.496504014187098 0.588712147399277 1 0
0.762674380369285 0.645350344896137 0.725615889129448 0.67063721627766 0 0 0 0 0.762435342834355 0.0511996702050033 0.418327789528327 0.583522932342437 0.47348158144288 0.550245724143351 0.418692347997059 1 0
0.636127259889653 0.757488868374778 0.682135626277456 0.721270013351159 0 0 0 0 0.724966535012798 -0.0985327506099396 0.595342109225283 0.426210614288298 0.534690987363062 0.479769567840419 0.474423523111538 1 0
0.741769870682724 0.636983709916257 0.676505990547033 0.652082859267964 0 0 0 0 0.731201916004973 -0.101695702320092 0.449777458947335 0.594251753301322 0.542339644753978 0.574787944648916 0.465343758030657 1 0
0.737066266567935 0.610736050482875 0.654428148986762 0.680910786742064 0 0 0 0 0.660137210910611 -0.0368855366773143 0.456733318687605 0.627001476640578 0.57172379781376 0.536360500498304 0.564218862771159 1 0
0.676878756079946 0.688531726650741 0.729674379681819 0.756969696938879 0 0 0 0 0.717557702267913 0.000663410517949535 0.541835149567665 0.525924061395349 0.467575299635952 0.426996877916261 0.485110943915993 1 0
0.668525990014365 0.726982087579678 0.668698108268984 0.677437723038826 0 0 0 0 0.714981950535143 -0.0998732475133066 0.553073000675313 0.471497044338293 0.552842839997482 0.541078131403971 0.488800810408962 1 0
0.675422606500681 0.726815445795792 0.617089326041315 0.669778027454983 0 0 0 0 0.715270684031331 -0.0344916701597576 0.543804302627826 0.471739307752663 0.619200763685876 0.551397393938512 0.488387848565352 1 0
0.728093713458379 0.663109414577552 0.746771400515965 0.726574872499071 0 0 0 0 0.612130489201582 0.0229864868938091 0.469879544422388 0.560285904298616 0.442332475371424 0.472088954652959 0.625296264189832 1 0
0.746877350973275 0.658877568783608 0.74957409395146 0.737664475605389 0 0 0 0 0.624598375385396 0.0220465206400696 0.442174222603144 0.565880349353802 0.438138677676848 0.455851121429827 0.609876869465924 1 0
0.713916888476021 0.662198727678612 0.721041030905396 0.72301112600446 0 0 0 0 0.616120618458547 0.0222964794180818 0.490322676348717 0.561492845060828 0.480099831750883 0.477254911673763 0.620395383510257 1 0
0.694582862837076 0.745854926413515 0.668470203022812 0.67012771157812 0 0 0 0 0.657148714202034 -0.0473678666699372 0.517554646653051 0.443700428744691 0.55314758767064 0.550928850175072 0.568155567422614 1 0
0.687655897991573 0.631027372264812 0.714716843916591 0.695811940147572 0 0 0 0 0.654610147417809 -0.0501624611508649 0.527129365957403 0.601804455452566 0.489179833021908 0.515845743948071 0.571485554897635 1 0
0.625075681826022 0.727926970930085 0.700366148123383 0.733918742616642 0 0 0 0 0.70313665551218 -0.0345596475457842 0.609280391989734 0.470122324992551 0.509487258562816 0.461363279236006 0.505598843675146 1 0
0.64349002666464 0.730223019609035 0.767380628410242 0.699348101933058 0 0 0 0 0.661845973539205 -0.0493614629132076 0.58592058558314 0.466774341633063 0.411126971140702 0.510912232322629 0.561959907309941 1 0
0.698787627039199 0.728711002911483 0.614559667728102 0.706960955475582 0 0 0 0 0.731837627970653 0.0219421238310364 0.511695852296925 0.468980274235741 0.622316414801925 0.500206207433053 0.464413686286288 1 0
0.664407288793891 0.692236603395443 0.720161565248338 0.721683040593969 0 0 0 0 0.641070568726361 -0.0128495826588839 0.558562954597551 0.52080848491954 0.481367319939064 0.479173588919044 0.58902852591286 1 0
0.665100722066051 0.671212750131898 0.620965289754558 0.712572906234239 0 0 0 0 0.605570387029033 0.0233563471164793 0.557641029507217 0.549473444060374 0.614402108920038 0.49223985330089 0.633284506353507 1 0
0.72201302121165 0.719732826972933 0.744866133442275 0.684146865814207 0 0 0 0 0.615469365570665 0.0367722753648695 0.478697197200826 0.48198465777755 0.445174443250755 0.531943065996597 0.621197460044043 1 0
0.65589734762919 0.664014323401315 0.639969423399669 0.745056987824582 0 0 0 0 0.683300292238882 -0.0353986392348991 0.569798669372993 0.559084978317894 0.590439137113495 0.44489008489376 0.533100710626258 1 0
0.660203491461714 0.712866869899824 0.730333655356217 0.640019821836316 0 0 0 0 0.673884119204969 -0.0470560876152928 0.564131349861762 0.491820825799227 0.466612751854026 0.59037462765661 0.545880193883344 1 0
0.672102315674076 0.709061071008808 0.717922304517919 0.632392834652806 0 0 0 0 0.703664558932842 0.0446889711016488 0.548278477265545 0.497232397579842 0.48458756467568 0.600079302679788 0.504856188501849 1 0
0.698285180635389 0.689573748163542 0.704262409246564 0.764859159608358 0 0 0 0 0.714048517382054 -0.0522838862829031 0.512397806505003 0.524488045843684 0.504014458922225 0.414990465963196 0.490134714824491 1 0
0.679196144667534 0.754397495329011 0.70296177117379 0.687092927655558 0 0 0 0 0.726420348416329 0.000647333208726623 0.538692597068758 0.430884419041315 0.505844748268207 0.527903308765715 0.4723134774067 1 0
0.700534976193763 0.647458415982388 0.72741540627558 0.654164210878035 0 0 0 0 0.694568667180785 0.000673664485543915 0.509250747129204 0.580797599573577 0.470866826712933 0.572069185206317 0.517574366570708 1 0
0.640402252836336 0.676867791345739 0.683297237171938 0.685313917910175 0 0 0 0 0.692196219456955 -0.0471341349405666 0.589884954562146 0.54184999303874 0.533104885673197 0.530344833918606 0.520864393769498 1 0
0.712471218523699 0.652000125619023 0.727036103341647 0.732104006938301 0 0 0 0 0.700526710293589 0.000664018160734979 0.492384762775355 0.574895836192778 0.471418504437794 0.464023723024884 0.509262328165242 1 0
0.727333163776628 0.728855059469898 0.673221404651804 0.653993818762787 0 0 0 0 0.789969559192052 0.0180409232590445 0.470986468870681 0.468770302285132 0.546772940318652 0.572292085020066 0.375948095549916 1 0
0.681453659300813 0.694561732182898 0.750101426765198 0.750519027787848 0 0 0 0 0.665666778553586 0.0199964341251087 0.535620910225532 0.517584000187092 0.437347849564815 0.436721188928383 0.556887739930091 1 0
0.740982644295231 0.762113508148498 0.673819838715871 0.72706698813823 0 0 0 0 0.734206692092902 0.000623952334660626 0.450944720853248 0.41918300069759 0.545966824952918 0.471373594759603 0.460940533285999 1 0
0.651696914994291 0.710735057311894 0.74303374296793 0.678684133503401 0 0 0 0 0.740441457114039 0.0228309297177102 0.575291130986924 0.494855678307859 0.447900856811068 0.539387846930738 0.451746448586838 1 0
0.604290126521047 0.65597549807654 0.709118829462282 0.716192442886287 0 0 0 0 0.660858604289217 -0.0482682572953742 0.634833442989177 0.569696145923236 0.497150485702042 0.487068384752573 0.563265905136909 1 0
0.772325200094123 0.714527310711605 0.695576728636019 0.716986982647953 0 0 0 0 0.76179080432521 -0.0428892546268679 0.403513785299573 0.489450722247242 0.516173014580015 0.485929666713383 0.41967477044555 1 0
0.621574610929922 0.671285966424238 0.688524864953736 0.683565033697376 0 0 0 0 0.687616275166041 0.0006814606716002 0.613645003047316 0.549375151281877 0.525933510340439 0.532738844706306 0.527183858126779 1 0
0.74881421186589 0.764340597322494 0.755160185190171 0.743734148521973 0 0 0 0 0.754889830498518 -0.00269458903311834 0.439277276107665 0.415783451284694 0.429733094703546 0.446859516322295 0.430141343809918 1 0
0.69728958119206 0.684210887631736 0.677490125961572 0.741541098781169 0 0 0 0 0.710796562521639 0.000659602216376239 0.513787239961002 0.531855461246193 0.541007129224573 0.450116798818417 0.494768246707421 1 0
0.739260457266171 0.737302337342119 0.729015799576248 0.73876538106556 0 0 0 0 0.691190978202916 -0.00876551872138469 0.453493976322611 0.456385263349848 0.468535963968204 0.454225711739058 0.522255031650897 1 0
0.605490166274243 0.67415316523072 0.685433605095355 0.615186215176708 0 0 0 0 0.716679443878239 -0.00293349383982601 0.633381658545189 0.545517509809401 0.530180773005985 0.621545920656558 0.486370574722378 1 0
0.722971298900121 0.664046765534454 0.746202463326642 0.771278172620309 0 0 0 0 0.687794128497188 0.005247740427362 0.477312500966671 0.55904189318323 0.443181883725252 0.405129980439477 0.526939236804794 1 0
0.695621526649799 0.764792727187955 0.655180135898855 0.62846779788824 0 0 0 0 0.728995613932101 -0.0485630818907918 0.516110691661404 0.41509208444041 0.570738989523557 0.605028227017506 0.468565394867759 1 0
0.70530351655935 0.652066446874559 0.717255698228863 0.744551801535105 0 0 0 0 0.683998068832503 -0.022207903094498 0.502546949529015 0.574809348860388 0.485544263358226 0.44564261483083 0.532146641833407 1 0
0.720331188614204 0.677946907029349 0.736059002242914 0.716559875775984 0 0 0 0 0.699280486633926 -0.00826491848017723 0.481122978709649 0.540387991249339 0.458217145217167 0.486541944427907 0.51100680101302 1 0
0.71124605456024 0.670718116989638 0.703296703546434 0.72129347774112 0 0 0 0 0.698748621331274 -0.0497573146407496 0.494129049872491 0.550137207541874 0.50537374678072 0.47973571896812 0.511750364187644 1 0
0.6800136512089 0.634445486934672 0.683932213478531 0.699334643755136 0 0 0 0 0.701631980205028 -0.0501884903286509 0.53758143416954 0.597478924108227 0.532236727366358 0.510931056043877 0.507712564353571 1 0
0.699583738327805 0.736574580879972 0.732033928524976 0.677765127492376 0 0 0 0 0.752519150695564 -0.0289281773422175 0.510582593067293 0.457457886801493 0.46412632748829 0.540634431955244 0.433714927836426 1 0
0.668402917814184 0.70250782627525 0.731723197889563 0.714579861130455 0 0 0 0 0.74048807126251 0.0344761193914297 0.553237539457486 0.506482754022024 0.464581161670271 0.489375622066779 0.451677416317928 1 0
